postcode,locality,lat,long
3042,NIDDRIE NORTH,-37.7393,144.886
3093,LOWER PLENTY,-37.73919,145.115208
3116,CHIRNSIDE PARK,-37.737629,145.313086
3115,WONGA PARK,-37.736734,145.267586
3338,STRATHTULLOH,-37.73398997,144.5969094
3336,DEANSIDE,-37.7332,144.7041
3023,BURNSIDE HEIGHTS,-37.73218752,144.755657
3041,ESSENDON NORTH,-37.731464,144.904815
3041,STRATHMORE,-37.731464,144.904815
3041,STRATHMORE HEIGHTS,-37.731464,144.904815
3044,PASCOE VALE,-37.731138,144.936356
3044,PASCOE VALE SOUTH,-37.731138,144.936356
3335,THORNHILL PARK,-37.73029166,144.624896
3338,WEIR VIEWS,-37.72870467,144.5683367
3360,HAPPY VALLEY,-37.72758817,143.5955266
3799,BIG PATS CREEK,-37.727566,145.818512
3799,EAST WARBURTON,-37.727566,145.818512
3799,MCMAHONS CREEK,-37.727566,145.818512
3799,MILLGROVE,-37.727566,145.818512
3799,REEFTON,-37.727566,145.818512
3799,WARBURTON,-37.727566,145.818512
3799,WESBURN,-37.727566,145.818512
3042,AIRPORT WEST,-37.727529,144.866305
3042,KEILOR PARK,-37.727529,144.866305
3042,NIDDRIE,-37.727529,144.866305
3041,ESSENDON FIELDS,-37.72674618,144.9011039
3860,KOOROOL,-37.72619419,146.9425755
3085,MACLEOD,-37.724398,145.06988
3085,MACLEOD WEST,-37.724398,145.06988
3085,YALLAMBIE,-37.724398,145.06988
3335,PLUMPTON,-37.724141,144.699671
3335,ROCKBANK,-37.724141,144.699671
3086,LA TROBE UNIVERSITY,-37.721328,145.047012
3825,TOOMBON,-37.72124292,146.4393424
3094,MONTMORENCY,-37.719759,145.124727
3336,AINTREE,-37.719,144.6684
3037,CALDER PARK,-37.715579,144.780474
3037,DELAHEY,-37.715579,144.780474
3037,HILLSIDE,-37.715579,144.780474
3037,PLUMPTON,-37.715579,144.780474
3037,SYDENHAM,-37.715579,144.780474
3037,TAYLORS HILL,-37.715579,144.780474
3095,ELTHAM,-37.713299,145.158579
3095,ELTHAM NORTH,-37.713299,145.158579
3095,RESEARCH,-37.713299,145.158579
3073,KEON PARK,-37.712474,145.005955
3073,RESERVOIR,-37.712474,145.005955
3073,RESERVOIR EAST,-37.712474,145.005955
3073,RESERVOIR NORTH,-37.712474,145.005955
3073,RESERVOIR SOUTH,-37.712474,145.005955
3087,WATSONIA,-37.711787,145.082426
3087,WATSONIA NORTH,-37.711787,145.082426
3770,COLDSTREAM,-37.708784,145.416004
3770,GRUYERE,-37.708784,145.416004
3770,YERING,-37.708784,145.416004
3310,MERINO,-37.70789,141.549163
3310,TAHARA WEST,-37.70789,141.549163
3060,FAWKNER,-37.707326,144.967874
3060,FAWKNER EAST,-37.707326,144.967874
3060,FAWKNER NORTH,-37.707326,144.967874
3338,COBBLEBANK,-37.70732038,144.6008548
3335,GRANGEFIELDS,-37.7069003,144.6393305
3046,GLENROY,-37.706578,144.927968
3046,HADFIELD,-37.706578,144.927968
3046,OAK PARK,-37.706578,144.927968
3338,BROOKFIELD,-37.705529,144.571033
3338,EXFORD,-37.705529,144.571033
3338,EYNESBURY,-37.705529,144.571033
3338,MELTON SOUTH,-37.705529,144.571033
3036,KEILOR,-37.705324,144.82246
3036,KEILOR NORTH,-37.705324,144.82246
3336,FRASER RISE,-37.70482231,144.7126219
3083,BUNDOORA,-37.701346,145.056223
3083,KINGSBURY,-37.701346,145.056223
3083,LA TROBE UNIVERSITY,-37.701346,145.056223
3038,KEILOR DOWNS,-37.700454,144.766873
3038,KEILOR LODGE,-37.700454,144.766873
3038,TAYLORS LAKES,-37.700454,144.766873
3038,WATERGARDENS,-37.700454,144.766873
3088,BRIAR HILL,-37.700175,145.108339
3088,GREENSBOROUGH,-37.700175,145.108339
3088,SAINT HELENA,-37.700175,145.108339
3862,MOORNAPA,-37.69919183,147.1704522
3860,WOOLENOOK,-37.69783613,147.0446286
3335,BONNIE BROOK,-37.69608887,144.6698898
3097,BEND OF ISLANDS,-37.695254,145.224204
3097,KANGAROO GROUND,-37.695254,145.224204
3097,WATSONS CREEK,-37.695254,145.224204
3858,GLENFALLOCH,-37.69372058,146.6296585
3043,GLADSTONE PARK,-37.691916,144.888368
3043,GOWANBRAE,-37.691916,144.888368
3043,TULLAMARINE,-37.691916,144.888368
3088,ST HELENA,-37.68949912,145.1294801
3074,THOMASTOWN,-37.684684,145.006644
3860,WRIXON,-37.68351367,146.8512398
3047,BROADMEADOWS,-37.681105,144.930247
3047,DALLAS,-37.681105,144.930247
3047,JACANA,-37.681105,144.930247
3689,WODONGA,-37.67576,144.989793
3045,MELBOURNE AIRPORT,-37.674739,144.836195
3049,ATTWOOD,-37.673182,144.888492
3049,WESTMEADOWS,-37.673182,144.888492
3096,WATTLE GLEN,-37.670851,145.185826
3858,WORROWING,-37.66889173,146.7419767
3090,PLENTY,-37.668408,145.107802
3089,DIAMOND CREEK,-37.667713,145.150369
3061,CAMPBELLFIELD,-37.666265,144.956763
3825,JERICHO,-37.66622391,146.2288747
3075,LALOR,-37.66607,145.002679
3075,LALOR PLAZA,-37.66607,145.002679
3082,MILL PARK,-37.664858,145.065658
3619,KYABRAM,-37.659566,144.936295
3337,HARKNESS,-37.65724033,144.5462424
3337,KURUNJANG,-37.656057,144.571458
3337,MELTON,-37.656057,144.571458
3337,MELTON WEST,-37.656057,144.571458
3337,TOOLERN VALE,-37.656057,144.571458
3293,GLENTHOMPSON,-37.655945,142.527253
3293,NAREEB,-37.655945,142.527253
3293,NARRAPUMELAP SOUTH,-37.655945,142.527253
3357,BUNINYONG,-37.653945,143.883416
3357,SCOTSMANS LEAD,-37.653945,143.883416
3357,YARROWEE,-37.653945,143.883416
3048,COOLAROO,-37.653917,144.923609
3048,MEADOW HEIGHTS,-37.653917,144.923609
3342,BALLAN,-37.651463,144.239102
3342,BEREMBOKE,-37.651463,144.239102
3342,BLAKEVILLE,-37.651463,144.239102
3342,BUNDING,-37.651463,144.239102
3342,COLBROOK,-37.651463,144.239102
3342,DURDIDWARRAH,-37.651463,144.239102
3342,FISKVILLE,-37.651463,144.239102
3342,INGLISTON,-37.651463,144.239102
3342,MOUNT WALLACE,-37.651463,144.239102
3759,PANTON HILL,-37.650385,145.247277
3076,EPPING,-37.643598,145.022137
3076,EPPING DC,-37.643598,145.022137
3427,DIGGERS REST,-37.643461,144.707974
3427,PLUMPTON,-37.643461,144.707974
3775,CHRISTMAS HILLS,-37.642852,145.365993
3775,DIXONS CREEK,-37.642852,145.365993
3775,STEELS CREEK,-37.642852,145.365993
3775,TARRAWARRA,-37.642852,145.365993
3775,YARRA GLEN,-37.642852,145.365993
3059,GREENVALE,-37.639887,144.879626
3312,BAHGALLAH,-37.6391,141.365747
3312,BRIMBOAL,-37.6391,141.365747
3312,CARAPOOK,-37.6391,141.365747
3312,CHETWYND,-37.6391,141.365747
3312,DERGHOLM,-37.6391,141.365747
3312,DORODONG,-37.6391,141.365747
3312,DUNROBIN,-37.6391,141.365747
3312,HENTY,-37.6391,141.365747
3312,KILLARA,-37.6391,141.365747
3312,LAKE MUNDI,-37.6391,141.365747
3312,LINDSAY,-37.6391,141.365747
3312,MUNTHAM,-37.6391,141.365747
3312,NANGEELA,-37.6391,141.365747
3312,POOLAIJELO,-37.6391,141.365747
3312,POWERS CREEK,-37.6391,141.365747
3312,SANDFORD,-37.6391,141.365747
3312,STRATHDOWNIE,-37.6391,141.365747
3312,WANDO VALE,-37.6391,141.365747
3312,WARROCK,-37.6391,141.365747
3889,BELLBIRD CREEK,-37.63819699,148.814786
3091,YARRAMBAT,-37.637478,145.136688
3062,SOMERTON,-37.632986,144.932557
3760,SMITHS GULLY,-37.6269998,145.288344
3760,SMITHS GULLY,-37.624929,145.288073
3752,MORANG SOUTH,-37.619102,145.074353
3752,SOUTH MORANG,-37.619102,145.074353
3860,TOOLOME,-37.61645458,147.0534386
3889,BELL BIRD CREEK,-37.610841,148.873952
3889,BEMM RIVER,-37.610841,148.873952
3889,CABBAGE TREE CREEK,-37.610841,148.873952
3889,CLUB TERRACE,-37.610841,148.873952
3889,COMBIENBAR,-37.610841,148.873952
3889,ERRINUNDRA,-37.610841,148.873952
3889,MANORINA,-37.610841,148.873952
3777,BADGER CREEK,-37.606088,145.513804
3777,CASTELLA,-37.606088,145.513804
3777,CHUM CREEK,-37.606088,145.513804
3777,HEALESVILLE,-37.606088,145.513804
3777,HEALESVILLE MAIN STREET,-37.606088,145.513804
3777,HEALESVILLE POST SHOP,-37.606088,145.513804
3777,MOUNT TOOLEBEWONG,-37.606088,145.513804
3777,TOOLANGI,-37.606088,145.513804
3352,BONSHAW,-37.60335408,143.813696
3862,CASTLEBURN,-37.597551,147.228456
3862,COBBANNAH,-37.597551,147.228456
3862,CROOKED RIVER,-37.597551,147.228456
3862,DARGO,-37.597551,147.228456
3862,HAWKHURST,-37.597551,147.228456
3862,LLOWALONG,-37.597551,147.228456
3862,MEERLIEU,-37.597551,147.228456
3862,MUNRO,-37.597551,147.228456
3862,PERRY BRIDGE,-37.597551,147.228456
3862,STOCKDALE,-37.597551,147.228456
3862,STRATFORD,-37.597551,147.228456
3862,WATERFORD,-37.597551,147.228456
3750,WOLLERT,-37.596078,145.005578
3860,WRATHUNG,-37.59554693,146.9492264
3063,OAKLANDS JUNCTION,-37.595015,144.856082
3063,YUROKE,-37.595015,144.856082
3754,DOREEN,-37.593554,145.112985
3754,MERNDA,-37.593554,145.112985
3356,BONSHAW,-37.592283,143.82846
3356,DELACOMBE,-37.592283,143.82846
3356,SEBASTOPOL,-37.592283,143.82846
3099,ARTHURS CREEK,-37.592101,145.192854
3099,COTTLES BRIDGE,-37.592101,145.192854
3099,HURSTBRIDGE,-37.592101,145.192854
3099,NUTFIELD,-37.592101,145.192854
3099,STRATHEWEN,-37.592101,145.192854
3428,BULLA,-37.591069,144.811494
3345,GORDON,-37.5878,144.123664
3314,BULART,-37.586718,141.935665
3314,CAVENDISH,-37.586718,141.935665
3314,GLENISLA,-37.586718,141.935665
3314,MOORALLA,-37.586718,141.935665
3314,WOOHLPOOER,-37.586718,141.935665
3858,SARGOOD,-37.58636148,146.7389535
3761,ST ANDREWS,-37.585625,145.292381
3841,GIPPSLAND MC,-37.5832,147.463
3358,WINTER VALLEY,-37.58012926,143.7928013
3860,NAP NAP MARRA,-37.57861321,146.8458785
3294,DUNKELD,-37.573978,142.312764
3294,KARABEAL,-37.573978,142.312764
3294,MIRRANATWA,-37.573978,142.312764
3294,MOUTAJUP,-37.573978,142.312764
3294,VICTORIA POINT,-37.573978,142.312764
3294,VICTORIA VALLEY,-37.573978,142.312764
3294,WOODHOUSE,-37.573978,142.312764
3341,DALES CREEK,-37.573711,144.308232
3341,GREENDALE,-37.573711,144.308232
3341,KOROBEIT,-37.573711,144.308232
3341,MYRNIONG,-37.573711,144.308232
3341,PENTLAND HILLS,-37.573711,144.308232
3315,MUNTHAM,-37.5733696,141.5443271
3350,ALFREDTON,-37.571941,143.864505
3350,BAKERY HILL,-37.571941,143.864505
3350,BALLARAT,-37.571941,143.864505
3350,BALLARAT CENTRAL,-37.571941,143.864505
3350,BALLARAT EAST,-37.571941,143.864505
3350,BALLARAT NORTH,-37.571941,143.864505
3350,BALLARAT WEST,-37.571941,143.864505
3350,BLACK HILL,-37.571941,143.864505
3350,BROWN HILL,-37.571941,143.864505
3350,CANADIAN,-37.571941,143.864505
3350,EUREKA,-37.571941,143.864505
3350,GOLDEN POINT,-37.571941,143.864505
3350,INVERMAY PARK,-37.571941,143.864505
3350,LAKE WENDOUREE,-37.571941,143.864505
3350,MOUNT CLEAR,-37.571941,143.864505
3350,MOUNT HELEN,-37.571941,143.864505
3350,MOUNT PLEASANT,-37.571941,143.864505
3350,NERRINA,-37.571941,143.864505
3350,NEWINGTON,-37.571941,143.864505
3350,REDAN,-37.571941,143.864505
3350,SOLDIERS HILL,-37.571941,143.864505
3350,SOVEREIGN HILL,-37.571941,143.864505
3860,BOISDALE,-37.571707,146.805175
3860,BRIAGOLONG,-37.571707,146.805175
3860,BUSHY PARK,-37.571707,146.805175
3860,COONGULLA,-37.571707,146.805175
3860,MAFFRA,-37.571707,146.805175
3860,NUNTIN,-37.571707,146.805175
3860,RIVERSLEA,-37.571707,146.805175
3860,VALENCIA CREEK,-37.571707,146.805175
3891,GENOA,-37.567684,149.538907
3891,GIPSY POINT,-37.567684,149.538907
3891,MARAMINGO CREEK,-37.567684,149.538907
3891,WALLAGARAUGH,-37.567684,149.538907
3891,WANGARABELL,-37.567684,149.538907
3891,WINGAN RIVER,-37.567684,149.538907
3891,WROXHAM,-37.567684,149.538907
3429,SUNBURY,-37.56762,144.728973
3429,WILDWOOD,-37.56762,144.728973
3890,BULDAH,-37.566489,149.217216
3890,CANN RIVER,-37.566489,149.217216
3890,CHANDLERS CREEK,-37.566489,149.217216
3890,NOORINBEE,-37.566489,149.217216
3890,NOORINBEE NORTH,-37.566489,149.217216
3890,TAMBOON,-37.566489,149.217216
3890,TONGHI CREEK,-37.566489,149.217216
3890,WEERAGUA,-37.566489,149.217216
3755,YAN YEAN,-37.563905,145.142035
3892,MALLACOOTA,-37.563775,149.909868
3354,BAKERY HILL,-37.560917,143.867158
3354,BALLARAT MC,-37.560917,143.867158
3751,WOODSTOCK,-37.554655,145.052904
3350,LUCAS,-37.55411084,143.769084
3862,BUDGEE BUDGEE,-37.55304411,147.130018
3875,RYANS,-37.55196002,147.63201
3064,CRAIGIEBURN,-37.546522,144.942199
3064,DONNYBROOK,-37.546522,144.942199
3064,KALKALLO,-37.546522,144.942199
3064,MICKLEHAM,-37.546522,144.942199
3064,ROXBURGH PARK,-37.546522,144.942199
3779,CAMBARVILLE,-37.539267,145.784751
3779,MARYSVILLE,-37.539267,145.784751
3778,FERNSHAW,-37.537492,145.623011
3778,NARBETHONG,-37.537492,145.623011
3379,BORNES HILL,-37.534037,142.521439
3379,CHATSWORTH,-37.534037,142.521439
3379,MAFEKING,-37.534037,142.521439
3379,STAVELY,-37.534037,142.521439
3379,WATGANIA,-37.534037,142.521439
3379,WICKLIFFE,-37.534037,142.521439
3379,WILLAURA,-37.534037,142.521439
3379,WILLAURA NORTH,-37.534037,142.521439
3355,LAKE GARDENS,-37.530285,143.82561
3355,MITCHELL PARK,-37.530285,143.82561
3355,WENDOUREE,-37.530285,143.82561
3355,WENDOUREE VILLAGE,-37.530285,143.82561
3378,TATYOON,-37.528792,142.985403
3378,YALLA-Y-POORA,-37.528792,142.985403
3763,KINGLAKE,-37.521863,145.353378
3763,MOUNT SLIDE,-37.521863,145.353378
3437,BULLENGAROOK,-37.501619,144.513018
3437,GISBORNE,-37.501619,144.513018
3437,GISBORNE SOUTH,-37.501619,144.513018
3893,DOUBLE BRIDGES,-37.495349,147.866067
3893,STIRLING,-37.495349,147.866067
3893,TAMBO CROSSING,-37.495349,147.866067
3430,CLARKEFIELD,-37.494056,144.806632
3858,BURAGWONDUC,-37.49088696,146.7706256
3860,MOROKA,-37.48991548,146.9388373
3858,CROOKAYAN,-37.48411474,146.6214281
3352,ADDINGTON,-37.482132,143.662387
3352,BALLARAT ROADSIDE DELIVERY,-37.482132,143.662387
3352,BARKSTEAD,-37.482132,143.662387
3352,BLOWHARD,-37.482132,143.662387
3352,BOLWARRAH,-37.482132,143.662387
3352,BREWSTER,-37.482132,143.662387
3352,BULLAROOK,-37.482132,143.662387
3352,BUNGAREE,-37.482132,143.662387
3352,BUNKERS HILL,-37.482132,143.662387
3352,BURRUMBEET,-37.482132,143.662387
3352,CAMBRIAN HILL,-37.482132,143.662387
3352,CARDIGAN,-37.482132,143.662387
3352,CARDIGAN VILLAGE,-37.482132,143.662387
3352,CHAPEL FLAT,-37.482132,143.662387
3352,CLARENDON,-37.482132,143.662387
3352,CLARETOWN,-37.482132,143.662387
3352,CLARKES HILL,-37.482132,143.662387
3352,CORINDHAP,-37.482132,143.662387
3352,DEAN,-37.482132,143.662387
3352,DEREEL,-37.482132,143.662387
3352,DUNNSTOWN,-37.482132,143.662387
3352,DURHAM LEAD,-37.482132,143.662387
3352,ENFIELD,-37.482132,143.662387
3352,ERCILDOUNE,-37.482132,143.662387
3352,GARIBALDI,-37.482132,143.662387
3352,GLEN PARK,-37.482132,143.662387
3352,GLENBRAE,-37.482132,143.662387
3352,GONG GONG,-37.482132,143.662387
3352,GRENVILLE,-37.482132,143.662387
3352,INVERMAY,-37.482132,143.662387
3352,LAL LAL,-37.482132,143.662387
3352,LAMPLOUGH,-37.482132,143.662387
3352,LANGI KAL KAL,-37.482132,143.662387
3352,LEARMONTH,-37.482132,143.662387
3352,LEIGH CREEK,-37.482132,143.662387
3352,LEXTON,-37.482132,143.662387
3352,MAGPIE,-37.482132,143.662387
3352,MILLBROOK,-37.482132,143.662387
3352,MINERS REST,-37.482132,143.662387
3352,MITCHELL PARK,-37.482132,143.662387
3352,MOLLONGGHIP,-37.482132,143.662387
3352,MOUNT BOLTON,-37.482132,143.662387
3352,MOUNT EGERTON,-37.482132,143.662387
3352,MOUNT MERCER,-37.482132,143.662387
3352,MOUNT MITCHELL,-37.482132,143.662387
3352,MOUNT ROWAN,-37.482132,143.662387
3352,NAPOLEONS,-37.482132,143.662387
3352,NAVIGATORS,-37.482132,143.662387
3352,POOTILLA,-37.482132,143.662387
3352,SCOTCHMANS LEAD,-37.482132,143.662387
3352,SCOTSBURN,-37.482132,143.662387
3352,SPRINGBANK,-37.482132,143.662387
3352,SULKY,-37.482132,143.662387
3352,WALLACE,-37.482132,143.662387
3352,WARRENHEIP,-37.482132,143.662387
3352,WATTLE FLAT,-37.482132,143.662387
3352,WAUBRA,-37.482132,143.662387
3352,WEATHERBOARD,-37.482132,143.662387
3352,WERNETH,-37.482132,143.662387
3352,WINDERMERE,-37.482132,143.662387
3352,YENDON,-37.482132,143.662387
3364,BARKSTEAD,-37.47880506,144.0999652
3753,BEVERIDGE,-37.476474,144.959512
3431,RIDDELLS CREEK,-37.474551,144.69202
3862,MIOWERA,-37.4711505,147.0748445
3757,BRUCES CREEK,-37.469784,145.182221
3757,EDEN PARK,-37.469784,145.182221
3757,HUMEVALE,-37.469784,145.182221
3757,KINGLAKE CENTRAL,-37.469784,145.182221
3757,KINGLAKE WEST,-37.469784,145.182221
3757,PHEASANT CREEK,-37.469784,145.182221
3757,WHITTLESEA,-37.469784,145.182221
3311,CASTERTON,-37.468159,141.229722
3311,CORNDALE,-37.468159,141.229722
3311,HEATH FIELD,-37.468159,141.229722
3311,PURALKA,-37.468159,141.229722
3373,BEAUFORT,-37.457785,143.343429
3373,CHUTE,-37.457785,143.343429
3373,CROSS ROADS,-37.457785,143.343429
3373,LAKE GOLDSMITH,-37.457785,143.343429
3373,LAKE WONGAN,-37.457785,143.343429
3373,MAIN LEAD,-37.457785,143.343429
3373,MENA PARK,-37.457785,143.343429
3373,NERRING,-37.457785,143.343429
3373,RAGLAN,-37.457785,143.343429
3373,SHIRLEY,-37.457785,143.343429
3373,STOCKYARD HILL,-37.457785,143.343429
3373,STONELEIGH,-37.457785,143.343429
3373,TRAWALLA,-37.457785,143.343429
3373,WATERLOO,-37.457785,143.343429
3438,NEW GISBORNE,-37.457528,144.602032
3363,DEAN,-37.45543067,143.9835358
3432,BOLINDA,-37.448455,144.792581
3875,MARTHAVALE,-37.44431597,147.63201
3312,WANDO BRIDGE,-37.43928729,141.4238728
3723,KNOCKWOOD,-37.42570709,146.2594778
3375,BALLYROGAN,-37.424288,143.143621
3375,BAYINDEEN,-37.424288,143.143621
3375,BUANGOR,-37.424288,143.143621
3375,MIDDLE CREEK,-37.424288,143.143621
3458,BARRYS REEF,-37.424116,144.33471
3458,BLACKWOOD,-37.424116,144.33471
3458,FERN HILL,-37.424116,144.33471
3458,LERDERDERG,-37.424116,144.33471
3458,LITTLE HAMPTON,-37.424116,144.33471
3458,NEWBURY,-37.424116,144.33471
3458,NORTH BLACKWOOD,-37.424116,144.33471
3458,TRENTHAM,-37.424116,144.33471
3458,TRENTHAM EAST,-37.424116,144.33471
3363,CRESWICK,-37.420588,143.88637
3363,CRESWICK NORTH,-37.420588,143.88637
3363,GLENDARUEL,-37.420588,143.88637
3363,LANGDONS HILL,-37.420588,143.88637
3363,MOUNT BECKWORTH,-37.420588,143.88637
3363,TOURELLO,-37.420588,143.88637
3723,ENOCHS POINT,-37.41855045,146.1186202
3440,MACEDON,-37.413377,144.546151
3433,MONEGEETTA,-37.413302,144.752095
3756,CHINTIN,-37.41233,144.956641
3756,DARRAWEIT GUIM,-37.41233,144.956641
3756,HIDDEN VALLEY,-37.41233,144.956641
3756,UPPER PLENTY,-37.41233,144.956641
3756,WALLAN,-37.41233,144.956641
3756,WALLAN EAST,-37.41233,144.956641
3711,BUXTON,-37.41047,145.682161
3315,BRIT BRIT,-37.408371,141.687516
3315,CLOVER FLAT,-37.408371,141.687516
3315,COLERAINE,-37.408371,141.687516
3315,COOJAR,-37.408371,141.687516
3315,CULLA,-37.408371,141.687516
3315,GRINGEGALGONA,-37.408371,141.687516
3315,GRITJURK,-37.408371,141.687516
3315,HILGAY,-37.408371,141.687516
3315,KONONGWOOTONG,-37.408371,141.687516
3315,MELVILLE FOREST,-37.408371,141.687516
3315,NAREEN,-37.408371,141.687516
3315,PARKWOOD,-37.408371,141.687516
3315,PASCHENDALE,-37.408371,141.687516
3315,TAHARA BRIDGE,-37.408371,141.687516
3315,TARRAYOUKYAN,-37.408371,141.687516
3315,TARRENLEA,-37.408371,141.687516
3315,WOOTONG VALE,-37.408371,141.687516
3895,REEDY FLAT,-37.40606605,147.916566
3364,SMOKEYTOWN,-37.40001075,143.9221405
3862,COWA,-37.39966422,147.1868903
3441,MOUNT MACEDON,-37.399224,144.603892
3888,BENDOC,-37.39051,148.660943
3888,BETE BOLONG,-37.39051,148.660943
3888,BETE BOLONG NORTH,-37.39051,148.660943
3888,BONANG,-37.39051,148.660943
3888,BRODRIBB RIVER,-37.39051,148.660943
3888,CABANANDRA,-37.39051,148.660943
3888,CAPE CONRAN,-37.39051,148.660943
3888,CORRINGLE,-37.39051,148.660943
3888,DELEGATE RIVER EAST,-37.39051,148.660943
3888,DELLICKNORA,-37.39051,148.660943
3888,GOONGERAH,-37.39051,148.660943
3888,HAYDENS BOG,-37.39051,148.660943
3888,JARRAHMOND,-37.39051,148.660943
3888,LOCHEND,-37.39051,148.660943
3888,MARLO,-37.39051,148.660943
3888,MARTINS CREEK,-37.39051,148.660943
3888,NURRAN,-37.39051,148.660943
3888,OMEO VALLEY,-37.39051,148.660943
3888,ORBOST,-37.39051,148.660943
3888,SIMPSONS CREEK,-37.39051,148.660943
3888,TOSTAREE,-37.39051,148.660943
3888,TUBBUT,-37.39051,148.660943
3888,WAYGARA,-37.39051,148.660943
3888,WOMBAT CREEK,-37.39051,148.660943
3895,DOCTORS FLAT,-37.379331,147.887515
3895,ENSAY,-37.379331,147.887515
3895,ENSAY NORTH,-37.379331,147.887515
3895,REEDY CREEK,-37.379331,147.887515
3858,ARBUCKLE,-37.3690401,146.8291658
3364,GLENDONALD,-37.36045587,143.8443538
3658,CLONBINANE,-37.35670207,145.1574765
3858,REYNARD,-37.35595129,146.6252375
3758,HEATHCOTE JUNCTION,-37.354647,145.052552
3758,WANDONG,-37.354647,145.052552
3762,BYLANDS,-37.354143,144.936707
3434,CHEROKEE,-37.35388,144.750796
3434,KERRIE,-37.35388,144.750796
3434,ROMSEY,-37.35388,144.750796
3434,SPRINGFIELD,-37.35388,144.750796
3460,BASALT,-37.351704,144.144216
3460,DAYLESFORD,-37.351704,144.144216
3314,GRAMPIANS,-37.34896421,142.329907
3364,ALLENDALE,-37.334655,143.907186
3364,ASCOT,-37.334655,143.907186
3364,BALD HILLS,-37.334655,143.907186
3364,BLAMPIED,-37.334655,143.907186
3364,BROOMFIELD,-37.334655,143.907186
3364,CABBAGE TREE,-37.334655,143.907186
3364,CAMPBELLTOWN,-37.334655,143.907186
3364,COGHILLS CREEK,-37.334655,143.907186
3364,GLENDONNELL,-37.334655,143.907186
3364,KINGSTON,-37.334655,143.907186
3364,KOOROOCHEANG,-37.334655,143.907186
3364,LAWRENCE,-37.334655,143.907186
3364,MOUNT PROSPECT,-37.334655,143.907186
3364,NEWLYN,-37.334655,143.907186
3364,NEWLYN NORTH,-37.334655,143.907186
3364,ROCKLYN,-37.334655,143.907186
3364,SMEATON,-37.334655,143.907186
3364,SMOKEY TOWN,-37.334655,143.907186
3364,SPRINGMOUNT,-37.334655,143.907186
3364,STRATHLEA,-37.334655,143.907186
3364,ULLINA,-37.334655,143.907186
3364,WERONA,-37.334655,143.907186
3442,ASHBOURNE,-37.330661,144.548846
3442,CADELLO,-37.330661,144.548846
3442,CARLSRUHE,-37.330661,144.548846
3442,COBAW,-37.330661,144.548846
3442,HANGING ROCK,-37.330661,144.548846
3442,HESKET,-37.330661,144.548846
3442,NEWHAM,-37.330661,144.548846
3442,ROCHFORD,-37.330661,144.548846
3442,WOODEND,-37.330661,144.548846
3442,WOODEND NORTH,-37.330661,144.548846
3712,RUBICON,-37.3209,145.839057
3712,THORNTON,-37.3209,145.839057
3875,WENTWORTH,-37.30864369,147.63201
3407,BALMORAL,-37.298061,141.948371
3407,ENGLEFIELD,-37.298061,141.948371
3407,GATUM,-37.298061,141.948371
3407,PIGEON PONDS,-37.298061,141.948371
3407,VASEY,-37.298061,141.948371
3885,BRUTHEN,-37.291807,148.118511
3885,BUCHAN,-37.291807,148.118511
3885,BUCHAN SOUTH,-37.291807,148.118511
3885,BUTCHERS RIDGE,-37.291807,148.118511
3885,GELANTIPY,-37.291807,148.118511
3885,MOSSIFACE,-37.291807,148.118511
3885,MURRINDAL,-37.291807,148.118511
3885,SUGGAN BUGGAN,-37.291807,148.118511
3885,TAMBO UPPER,-37.291807,148.118511
3885,TIMBARRA,-37.291807,148.118511
3885,W TREE,-37.291807,148.118511
3885,WISELEIGH,-37.291807,148.118511
3885,WULGULMERANG,-37.291807,148.118511
3885,WULGULMERANG EAST,-37.291807,148.118511
3885,WULGULMERANG WEST,-37.291807,148.118511
3885,YALMY,-37.291807,148.118511
3461,BULLARTO,-37.287848,144.170995
3461,BULLARTO SOUTH,-37.287848,144.170995
3461,CLYDESDALE,-37.287848,144.170995
3461,COOMOORA,-37.287848,144.170995
3461,DENVER,-37.287848,144.170995
3461,DRUMMOND,-37.287848,144.170995
3461,DRY DIGGINGS,-37.287848,144.170995
3461,EGANSTOWN,-37.287848,144.170995
3461,ELEVATED PLAINS,-37.287848,144.170995
3461,FRANKLINFORD,-37.287848,144.170995
3461,GLENLYON,-37.287848,144.170995
3461,HEPBURN,-37.287848,144.170995
3461,HEPBURN SPRINGS,-37.287848,144.170995
3461,KORWEINGUBOORA,-37.287848,144.170995
3461,LEONARDS HILL,-37.287848,144.170995
3461,LYONVILLE,-37.287848,144.170995
3461,MOUNT FRANKLIN,-37.287848,144.170995
3461,MUSK,-37.287848,144.170995
3461,MUSK VALE,-37.287848,144.170995
3461,PORCUPINE RIDGE,-37.287848,144.170995
3461,SAILORS FALLS,-37.287848,144.170995
3461,SAILORS HILL,-37.287848,144.170995
3461,SHEPHERDS FLAT,-37.287848,144.170995
3461,SPARGO CREEK,-37.287848,144.170995
3461,STRANGWAYS,-37.287848,144.170995
3461,WHEATSHEAF,-37.287848,144.170995
3461,YANDOIT,-37.287848,144.170995
3461,YANDOIT HILLS,-37.287848,144.170995
3717,FLOWERDALE,-37.286611,145.435776
3717,GHIN GHIN,-37.286611,145.435776
3717,GLENBURN,-37.286611,145.435776
3717,HOMEWOOD,-37.286611,145.435776
3717,KILLINGWORTH,-37.286611,145.435776
3717,LIMESTONE,-37.286611,145.435776
3717,MURRINDINDI,-37.286611,145.435776
3717,YEA,-37.286611,145.435776
